Descricao;Unidade
CONTATOR 3TF 45 - CS (A) 40 10 / 220V - 40A;PC
CONTATOR 3TF 46 - CS (A) 50 10 / 220V - 50A;PC
CONTATOR 3TF 47 - CS (A) 65 10 / 220V - 65A;PC
CONTATOR 3TF 48 - CS (A) 80 10 / 220V - 80A;PC
CONTATOR 3TF 50 - CS (A) 95 10 / 220V - 95A;PC
CONTATOR 3TF 52 - CS (A) 115 10 / 220V - 115A;PC
CONTATOR 3TF 40 - CS(T) 9 10 / NA 220V - 9A;PC
CONTATOR 3TF 41 - CS(T) 12 10 / NA 220V - 12A;PC
CONTATOR 3TF 42 - CS(T) 18 10 / NA 220V - 18A;PC
CONTATOR 3TF 43 - CS(T) 25 10 / NA 220V - 25A;PC
CONTATOR 3TF 43 - CS(T) 25 10 / NF 220V - 25A - 1NF;PC
CONTATOR 3TF 44 - CS(T) 32 10 / NA 220V - 32A;PC
CONTATOR 3TF 44 - CS(T) 32 10 / NF 220V - 32A - 1NF;PC
CONTATOR 3TF 45 - CS(T) 40 10 / NA 220V - 40A;PC
CONTATOR 3TF 46 - CS(T) 50 10 / NA 220V - 50A;PC
CONTATOR 3TF 47 - CS(T) 65 10 / NA 220V - 65A;PC
CONTATOR 3TF 48 - CS(T) 80 10 / NA 220V - 80A;PC
CONTATOR 3TF 50 - CS(T) 95 10 / NA 220V - 95A;PC
CONTATOR 3TF 52 - CS(T) 115 10 / NA 220V - 115A;PC
CONTATOR 3TF 53 - REF. CJX2 220V - 150A;PC
CONTATOR 3TF 54 - REF. CJX2 220V - 225A;PC
CONTATOR 3TFCJX - 2 25A ( 12V DC );PC
CONTATOR 3TFCJX - 2 25A ( 24V DC );PC
CONTATOR MINI CONTATOR - 12V;PC
CONTATOR MINI CONTATOR - 24V;PC
CONTATOR MINI CONTATOR - 127V;PC
CONTATOR MINI CONTATOR - 220V;PC
CONTATOR MINI CONTATOR WEG - 9A 220V;PC
CONTATOR MINI CONTATOR AUXILIAR - 110V (4 NA);PC
CONTATOR MINI CONTATOR AUXILIAR - 220V (2 NA + 2NF);PC
CONTATOR MINI CONTATOR AUXILIAR - 24V (2 NA + 2NF);PC
CONTATOR MINI CONTATOR AUXILIAR - 24V (4 NA);PC
CONTROLADOR DE ACESSO SS 3430;PC
CONTROLADOR DE FATOR DE POTENCIA (TRIF. 380V ** 6 ESTAGIOS ** - ALIM. FASE/NEUTRO);PC
CONTROLADOR DE FATOR DE POTENCIA (TRIF. 380V **12 ESTAGIOS ** - ALIM. FASE/NEUTRO);PC
CONTROLADOR DE TEMPERATURA DIGITAL JNG TEH-N19 0-600C;PC
CONTROLADOR UNIVERSAL - CONTROLADOR LOGICO PROGRAMAVEL TPW04-332BR-A DIGITAL/RELE 16 / 16 85-264VCA;PC
CONTROLADOR UNIVERSAL - FRAELIO;PC
CONTROLADOR UNIVERSAL - MULTIMEDIDOR MMW02-M-50/60HZ;PC
CONTROLADOR UNIVERSAL - UNIDADE EXPANSAO ENTRADA;PC
CONTROLADOR UNIVERSAL - UNIDADE EXPANSAO SAIDA;PC
CONTROLADOR UNIVERSAL WEG IHM - CABO 3MT (+SUPORTE);PC
CONTROLADOR UNIVERSSAL WEG IHM - REMOTO;PC
CONTROLE P/VENT. CONTROLE REMOTO ** TRIO **;PC
CONTROLE P/VENT. DIMER 400W COM OFF - ( SOMENTE POTEN. 400W );PC
CONTROLE P/VENT. DIMER 3000W ( SOMENTE POTEN. 3000W );PC
CONTROLE P/VENT. SOBREPOR/PAREDE (DIMER 400W COM OFF) - BIVOLT;UN
CONTROLE P/VENT. 4X2 (01 DIMER SOMENTE) - S/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (01 TECLA + DIMER) - S/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (01 TECLA SOMENTE) - S/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (02 TECLAS + DIMER + TOMADA) - S/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (02 TECLAS + DIMER) - S/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (03 TECLAS) - C/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (04 TECLAS *P/ DUAS LAMPADAS*) - C/ CAPACITOR;PC
CONTROLE P/VENT. 4X2 (05 TECLAS *P/ 3 LAMPADAS*) - C/ CAPACITOR;PC
CONVERSOR DIGITAL TV - ** INTELBRAS ** (COM USB);PC
CONVERSOR DIGITAL TV - ** INTELBRAS ** (RCA);PC
CONVERSOR DIGITAL TV - ** TOMATE ** - MCD-888;PC
CORDOALHA AÇO - *7 FIOS* - 1/4;MT
CORDOALHA AÇO - *7 FIOS* - 3/8;MT
CORDOALHA AÇO - *7 FIOS* - 5/16;MT
CORRENTE P/ CALHA FLUOR;MT
CREME HELP SUNLAU FPS60 120GR;PC
CURVA PVC 90 X 1/2;PC
CURVA PVC 90 X 3/4;PC
CURVA PVC 90 X 1;PC
CURVA PVC 90 X 1 1/4;PC
CURVA PVC 90 X 1 1/2;PC
CURVA PVC 90 X 2;PC
CURVA PVC 90 X 2 1/2;PC
CURVA PVC 90 X 3;PC
CURVA PVC 90 X 4;PC
CURVA PVC 180 X 1/2;PC
CURVA PVC 180 X 3/4;PC
CURVA PVC 180 X 1 1/4;PC
CURVA PVC 180 X 1;PC
CURVA PVC 180 X 1 1/2;PC
CURVA PVC 180 X 2 1/2 *ENCOMENDA*;PC
CURVA PVC 180 X 2;PC
CURVA ZINCADA 90 X 1/2;PC
CURVA ZINCADA 90 X 3/4;PC
CURVA ZINCADA 90 X 1;PC
CURVA ZINCADA 90 X 1 1/4;PC
CURVA ZINCADA 90 X 1 1/2;PC
CURVA ZINCADA 90 X 2 1/2 *ENCOMENDA*;PC
CURVA ZINCADA 90 X 2;PC
CURVA ZINCADA 90 X 3;PC
CURVA ZINCADA 90 X 4;PC
CURVA ZINCADA 180 X 1/2;PC
CURVA ZINCADA 180 X 3/4;PC
CURVA ZINCADA 180 X 1 1/4;PC
CURVA ZINCADA 180 X 1 1/2;PC
CURVA ZINCADA 180 X 1;PC
CURVA ZINCADA 180 X 2 1/2;PC
CURVA ZINCADA 180 X 2;PC
CURVA ZINCADA 180 X 3;PC
CURVA ZINCADA 180 X 4;PC
CURVA GAL.A FOGO NBR5580 1/2;PC
CURVA GAL.A FOGO NBR5580 3/4;PC
CURVA GAL.A FOGO NBR5580 1;PC
CURVA GAL.A FOGO NBR5580 1 1/4;PC
CURVA GAL.A FOGO NBR5580 1 1/2;PC
CURVA GAL.A FOGO NBR5580 2;PC
CURVA GAL.A FOGO NBR5580 3;PC
CURVA GAL.A FOGO NBR5580 4;PC
CURVA PVC S 1/2;PC
CURVA PVC S 3/4;PC
CURVA PVC S 1;PC
CURVA PVC S 1 1/4;PC
CURVA PVC S 1 1/2;PC
CURVA PVC S 2;PC
CURVA PVC S 3;PC
CURVA PVC S 4;PC
DETECTOR METAIS PORTÁTIL ALTA SENSIBILIDADE SCANNER METAL;UN
DIGIMEC RELE DE COMANDO A DISTANCIA - 220 V;PC
DIGIMEC RELE DE TEMPO - 0 A 15 SEG - 12V;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X2 - 1 ACION.;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X2 - 1 ACION. + 1 TOMADA;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X2 - 2 ACION.;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X2 - 3 ACION.;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X2 - 4 ACION.;PC
DIGITAL - CONJ. ACIONADOR * BRANCO * 4X4 - 6 ACION.;PC
DIGITAL - CONJ. ACIONADOR * PRETO * 4X2 - 1 ACION.;PC
DIGITAL - CONJ. ACIONADOR * PRETO * 4X2 - 1 ACION. + 1 TOMADA;PC
DIGITAL - CONJ. ACIONADOR * PRETO * 4X2 - 2 ACION.;PC
DIGITAL - CONJ. ACIONADOR * PRETO * 4X2 - 3 ACION.;PC
DIGITAL - CONJ. ACIONADOR * PRETO * 4X4 - 6 ACION.;PC
DIGITAL - CONTROLE REMOTO INFRAVERMELHO SMART WI-FI SRW-003 ALEXA;PC
DISJUNTOR NEMA UNIPOLAR 10 A;PC
DISJUNTOR NEMA UNIPOLAR 20 A;PC
DISJUNTOR NEMA UNIPOLAR 30 A;PC
DISJUNTOR NEMA UNIPOLAR 50 A;PC
DISJUNTOR NEMA UNIPOLAR 100 A;PC
DISJUNTOR NEMA BIPOLAR 10A;PC
DISJUNTOR NEMA BIPOLAR 15A;PC
DISJUNTOR NEMA BIPOLAR 20A;PC
DISJUNTOR NEMA BIPOLAR 25 A;PC
DISJUNTOR NEMA BIPOLAR 40A;PC
DISJUNTOR NEMA BIPOLAR 50A;PC
DISJUNTOR NEMA BIPOLAR 70A;PC
DISJUNTOR NEMA BIPOLAR 85A;PC
DISJUNTOR NEMA BIPOLAR 90A;PC
DISJUNTOR NEMA BIPOLAR 100 A;PC
DISJUNTOR NEMA TRIPOLAR 10 A;PC
DISJUNTOR NEMA TRIPOLAR 15 A;PC
DISJUNTOR NEMA TRIPOLAR 20 A;PC
DISJUNTOR NEMA TRIPOLAR 25 A;PC
DISJUNTOR NEMA TRIPOLAR 30 A;UN
DISJUNTOR NEMA TRIPOLAR 40 A;PC
DISJUNTOR NEMA TRIPOLAR 80 A;PC
DISJUNTOR NEMA TRIPOLAR 100 A;PC
DISJUNTOR DIN *LD* - 1 X 20A;UN
DISJUNTOR DIN *LD* - 2 X 20A;UN
DISJUNTOR DIN *LD* - 2 X 25A;UN
DISJUNTOR DIN *LD* - 2 X 32A;UN
DISJUNTOR DIN *LD* - 2 X 40A;UN
DISJUNTOR DIN *LD* - 3 X 10A;UN
DISJUNTOR DIN *LD* - 3 X 32A;UN
DISJUNTOR DIN *TRAMONTINA* - 3 X 25A;UN
DISJUNTOR DIN 1 X 2A;PC
DISJUNTOR DIN 1 X 6A;PC
DISJUNTOR DIN 1 X 10A;PC
DISJUNTOR DIN 1 X 16A;PC
DISJUNTOR DIN 1 X 20A;PC
DISJUNTOR DIN 1 X 25A;PC
DISJUNTOR DIN 1 X 32A;PC
DISJUNTOR DIN 1 X 40A;PC
DISJUNTOR DIN 1 X 50A;PC
DISJUNTOR DIN 1 X 63A;PC
DISJUNTOR DIN 1 X 70A;PC
DISJUNTOR DIN 1 X 80A;PC
DISJUNTOR DIN 1 X 100A;PC
DISJUNTOR DIN 2 X 2A;UN
DISJUNTOR DIN 2 X 4 / 6A;PC
DISJUNTOR DIN 2 X 10A;PC
DISJUNTOR DIN 2 X 16A;PC
DISJUNTOR DIN 2 X 20A;PC
DISJUNTOR DIN 2 X 25A;PC
DISJUNTOR DIN 2 X 32A;PC
DISJUNTOR DIN 2 X 40A;PC
DISJUNTOR DIN 2 X 50A;PC
DISJUNTOR DIN 2 X 63A;PC
DISJUNTOR DIN 2 X 70A;PC
DISJUNTOR DIN 2 X 80A;PC
DISJUNTOR DIN 2 X 100A;PC
DISJUNTOR DIN 3 X 6A;PC
DISJUNTOR DIN 3 X 10A;PC
DISJUNTOR DIN 3 X 16A;PC
DISJUNTOR DIN 3 X 20A;PC
DISJUNTOR DIN 3 X 25A;PC
DISJUNTOR DIN 3 X 32A;PC
DISJUNTOR DIN 3 X 40A;PC
DISJUNTOR DIN 3 X 50A;PC
DISJUNTOR DIN 3 X 63A;PC
DISJUNTOR DIN 3 X 70A;PC
DISJUNTOR DIN 3 X 80A;PC
DISJUNTOR DIN 3 X 90A;PC
DISJUNTOR DIN 3 X 100A;PC
DISJUNTOR DIN 3 X 125A;PC
DISJUNTOR DIN 3 X 20A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 32A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 63A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 100A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 125A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 160A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 175A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 200A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 225A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 250A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 315A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 350A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 400A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 450A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 630A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X 800A CAIXA MOLDADA;UN
DISJUNTOR DIN 3 X 80A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X1000A CAIXA MOLDADA;PC
DISJUNTOR DIN 3 X1250A CAIXA MOLDADA;PC
DISJUNTOR DIN DR 2 X 20A;PC
DISJUNTOR DIN DR 2 X 25A;PC
DISJUNTOR DIN DR 2 X 32A;PC
DISJUNTOR DIN DR 2 X 40A;PC
DISJUNTOR DIN DR 2 X 50A;PC
DISJUNTOR DIN DR 2 X 63A;PC
DISJUNTOR DIN DR 2 X 80A;PC
DISJUNTOR DIN DR 4 X 16A;PC
DISJUNTOR DIN DR 4 X 25A;PC
DISJUNTOR DIN DR 4 X 40A;PC
DISJUNTOR DIN DR 4 X 63A;PC
DISJUNTOR DIN DR 4 X 80A;PC
DISJUNTOR DIN DR 4 X 100A;PC
DISJUNTOR DIN LIDER 2 X 10A PROMOCIONAL;PC
DISJUNTOR DIN LIDER 2 X 16A PROMOCIONAL;PC
DISJUNTOR DIN LIDER 2 X 20A PROMOCIONAL;PC
DISJUNTOR DIN LIDER 2 X 25A PROMOCIONAL;PC
DISJUNTOR DIN SCHNEIDER 3X20A;PC
DISJUNTOR DIN SIEMENS 3 X 100A CAIXA MOLDADA;PC
DISJUNTOR DIN SIEMENS 1 X 10A;PC
DISJUNTOR DIN SIEMENS 1 X 16A;PC
DISJUNTOR DIN SIEMENS 2 X 16A;PC
DISJUNTOR DIN SIEMENS 2 X 20A;PC
DISJUNTOR DIN SIEMENS 2 X 25A;PC
DISJUNTOR DIN SIEMENS 2 X 32A;PC
DISJUNTOR DIN WEG 3 X 80A CAIXA MOLDADA;PC
DISJUNTOR DIN WEG 3 X 160A CAIXA MOLDADA;PC
DISJUNTOR DIN WEG 3 X 250A CAIXA MOLDADA;PC
DISJUNTOR DIN WEG 3 X 300A CAIXA MOLDADA;PC
DISJUNTOR DIN WEG 3 X 800A CAIXA MOLDADA;PC
DISJUNTOR DIN WEG DR 2 X 25A;PC
DISJUNTOR DIN WEG DR 2 X 40A;PC
DISJUNTOR DIN WEG DR 4 X 25A;PC
DISJUNTOR DIN WEG DR 4 X 63A;PC
DISJUNTOR DIN WEG 1 X 6A;PC
DISJUNTOR DIN WEG 1 X 10A;PC
DISJUNTOR DIN WEG 1 X 16A;PC
DISJUNTOR DIN WEG 1 X 20A;PC
DISJUNTOR DIN WEG 1 X 25A;PC
DISJUNTOR DIN WEG 1 X 32A;PC
DISJUNTOR DIN WEG 1 X 40A;PC
DISJUNTOR DIN WEG 1 X 50A;PC
DISJUNTOR DIN WEG 1 X 63A;PC
DISJUNTOR DIN WEG 1 X 70A;PC
DISJUNTOR DIN WEG 1 X 80A;PC
DISJUNTOR DIN WEG 1 X 100A;PC
DISJUNTOR DIN WEG 2 X 4A;PC
DISJUNTOR DIN WEG 2 X 6A;PC
DISJUNTOR DIN WEG 2 X 10A;PC
DISJUNTOR DIN WEG 2 X 16A;PC
DISJUNTOR DIN WEG 2 X 20A;PC
DISJUNTOR DIN WEG 2 X 25A;PC
DISJUNTOR DIN WEG 2 X 32A;PC
DISJUNTOR DIN WEG 2 X 40A;PC
DISJUNTOR DIN WEG 2 X 50A;PC
DISJUNTOR DIN WEG 2 X 63A;PC
DISJUNTOR DIN WEG 2 X 70A;PC
DISJUNTOR DIN WEG 2 X 80A;PC
DISJUNTOR DIN WEG 2 X 100A;PC
DISJUNTOR DIN WEG 3 X 6A;PC
DISJUNTOR DIN WEG 3 X 10A;PC
DISJUNTOR DIN WEG 3 X 16A;PC
DISJUNTOR DIN WEG 3 X 20A;PC
DISJUNTOR DIN WEG 3 X 25A;PC
DISJUNTOR DIN WEG 3 X 32A;PC
DISJUNTOR DIN WEG 3 X 40A;PC
DISJUNTOR DIN WEG 3 X 50A;PC
DISJUNTOR DIN WEG 3 X 63A;PC
DISJUNTOR DIN WEG 3 X 70A;PC
DISJUNTOR DIN WEG 3 X 80A;PC
DISJUNTOR DIN WEG 3 X 100A;PC
DISJUNTOR DIN WEG 3 X 125A;PC
DISJUNTOR DIN WEG CX MOLDADA 3 X 500A;PC
DISJUNTOR DLE1250 H - 1250A CAIXA MOLDADA/ABERTA;PC
DISJUNTOR MOTOR JNG 1 - 1.6A;PC
DISJUNTOR MOTOR JNG 1.6 - 2.5A;PC
DISJUNTOR MOTOR JNG 2.5 - 4A;PC
DISJUNTOR MOTOR JNG 4 - 6A;PC
DISJUNTOR MOTOR JNG 6 - 10A;PC
DISJUNTOR MOTOR JNG 9 - 14A;PC
DISJUNTOR MOTOR JNG 13 - 18A;PC
DISJUNTOR MOTOR JNG 16 - 25A;PC
DISJUNTOR MOTOR JNG 20 - 25A;PC
DISJUNTOR MOTOR JNG 24 - 32A;PC
DISJUNTOR MOTOR JNG 40 - 50A;PC
DISJUNTOR MOTOR JNG 36 - 52A;PC
DISJUNTOR MOTOR JNG 40 - 63A;PC
DISJUNTOR MOTOR JNG 58 - 80A;PC
DISJUNTOR MOTOR JNG 75 - 90A;PC
DISJUNTOR MOTOR SCHNEIDER 1 - 1.6A;PC
DISJUNTOR MOTOR WEG 25 - 40A;PC
DIVISOR / FILTRO RJ - 11 ( TIPO SPEEDY -- 1 ENT. - 2 SAIDA);PC
DIVISOR P/ 2 TV S/ CONECTOR;PC
DIVISOR P/ 3 TV S/ CONECTOR;PC
DIVISOR P/ 4 TV S/ CONECTOR;PC
DUCHA - MANGUEIRA - P/ CHUVEIRO 5/16 - BR;MT
DUCHA / CHUVEIRO - DUCHA FRIA SEM RESISTENCIA 200MM QUADRA (BLACK);UN
DUCHA / CHUVEIRO - DUCHA FRIA SEM RESISTENCIA 200MM QUADRA (CROMADA);UN
DUCHA HIGIENICA ** FRIA DURIN ** (S/ RESISTENCIA) PVC;PC
DUCHA HIGIENICA ** FRIA SKILL ** (S/ RESISTENCIA) PRETA - (BLACK);PC
DUCHA HIGIENICA ** FRIA SKILL ** (S/ RESISTENCIA) CROMADA;PC
DUCHA HIGIENICA ** LORENZETTI ELETRICA ** 3T 4300W - 220V;UN
DUCHA HIGIENICA ** LORENZETTI FRIA ** SIMPLES (S/ RESISTENCIA);PC
DUCHA LORENZETTI (BELLA DUCHA) - 5500W / 127V;PC
DUCHA LORENZETTI (BELLA DUCHA) - 6800W / 220V;PC
DUCHA LORENZETTI JET TURBO MULTITEMP - 5500W / 127V;PC
DUCHA LORENZETTI JET TURBO MULTITEMP - 7800W / 220V;PC
DUCHA LORENZETTI TOP JET ***ELETRONICA*** - 5500W / 127V;PC
DUCHA LORENZETTI TOP JET ***ELETRONICA*** - 6800W / 220V;PC
DUCHA LORENZETTI TOP JET MULT - 5500W / 127V;PC
DUCHA LORENZETTI TOP JET MULT - 6800W / 220V;PC
DUCHA LORENZETTI TRADICAO - 5500W / 127V;PC
DUCHA LORENZETTI ACQUA DUO ULTRA BRANCO 6800W - 220V;PC
DUCHA LORENZETTI ACQUA DUO ULTRA PT+CROM. 6800W - 220V;PC
DUCHA LORENZETTI ACQUA STORM ULTRA BRANCO 6800W - 220V;PC
DUCHA LORENZETTI ACQUA STORM ULTRA PRETO 6800W - 220V;UN
DUCHA LORENZETTI ACQUA STORM ULTRA PT+CROM. 7500W - 220V;UN
DUCHA LORENZETTI ADVANCED * ELETRONICA * ( 5500W / 127V );PC
DUCHA LORENZETTI ADVANCED * ELETRONICA * ( 6800W / 220V );PC
DUCHA LORENZETTI ADVANCED * PRESSURIZADA + ELETRONICA * ( 6800W / 220V );PC
DUCHA LORENZETTI ADVANCED * PRESSURIZADA/MULT * ( 5500W / 127V );PC
DUCHA LORENZETTI ADVANCED * PRESSURIZADA/MULT * ( 6800W / 220V );PC
DUCHA LORENZETTI ADVANCED MULT ( 5500W / 127V );PC
DUCHA LORENZETTI ADVANCED MULT ( 6800W / 220V );PC
DUCHA LORENZETTI AQUECEDOR VERSATIL 5500W/220V;PC
DUCHA LORENZETTI CHUVEIRO TRADICAO - 6800W / 220V;PC
DUCHA LORENZETTI DUO SHOWER QUADRA 5500W -127V;PC
DUCHA LORENZETTI DUO SHOWER QUADRA 6800W - 220V;UN
DUCHA LORENZETTI DUO SHOWER REDONDA 6800W - 220V;PC
DUCHA LORENZETTI HYDRAMAXI BANHO 5500W/220V;PC
DUCHA LORENZETTI JET (RELAX) 4 5500W - 127V;UN
DUCHA LORENZETTI JET (RELAX) 4 6800W - 220V;UN
DUCHA LORENZETTI LOREN-SHOWER * ELETRONICA * ( 5500W / 127V );PC
DUCHA LORENZETTI LOREN-SHOWER * ELETRONICA * ( 6800W / 220V );PC
DUCHA LORENZETTI LOREN-SHOWER * MULTITEMPERATURAS * ( 5500W / 220V );PC
DUCHA LORENZETTI MAXI 5500W / 127V;UN
DUCHA LORENZETTI MAXI 5500W / 220V;UN
DUREPOXI 50G (ARALDITE MASSA);PC
DUREPOXI 100G (ARALDITE MASSA);PC
DZ FUSIVEL DZ 4A;PC
DZ FUSIVEL DZ 6A;PC
DZ FUSIVEL DZ 10A;PC
DZ FUSIVEL DZ 16A;PC
DZ FUSIVEL DZ 25A;PC
DZ FUSIVEL DZ 35A;PC
DZ FUSIVEL DZ 50A;PC
DZ FUSIVEL DZ 63A;PC
EBONY MG BASTIDOR 4X2 - 3 SECAO;PC
EBONY MG BASTIDOR 4X4 - 6 SECAO;PC
EBONY/MG - CONTROLE PARA VENTILADOR 4X2 COMPLETO;PC
EBONY/MG - MODULO BALISADOR - 3000K;PC
EBONY/MG - MODULO CEGO (CADA UNIDADE);PC
EBONY/MG - MODULO DIMER (VARIADOR DE LUZ / VELOCIDADE) 127V;PC
EBONY/MG - MODULO FURO (CADA UNIDADE);PC
EBONY/MG - MODULO INTERRUPTOR - SIMPLES;PC
EBONY/MG - MODULO INTERRUPTOR - PARALELO;PC
EBONY/MG - MODULO INTERRUPTOR - INTERMEDIARIO;PC
EBONY/MG - MODULO INTERRUPTOR - PULSADOR / CAMPAINHA;PC
EBONY/MG - MODULO INTERRUPTOR - PULSADOR / CAMPAINHA **SEM MARCAÇÃO**;UN
EBONY/MG - MODULO INTERRUPTOR BIPOLAR - PARALELO;PC
EBONY/MG - MODULO TOMADA 20A - VERMELHO;PC
EBONY/MG - MODULO TOMADA NBR - 10A;PC
EBONY/MG - MODULO TOMADA NBR - 20A;PC
EBONY/MG - MODULO TOMADA REDE RJ45;PC
EBONY/MG - MODULO TOMADA TEL. RJ11;PC
EBONY/MG - MODULO TOMADA USB ENTR.BIVOLT SAIDA 5V - ** 1A **;PC
EBONY/MG - MODULO TV ( EMENDA COAXIAL 75OHMS + MODULO FURO );UN
EBONY/MG - PLACA 4X2 - 1 SECAO;PC
EBONY/MG - PLACA 4X2 - 2 SECAO;PC
EBONY/MG - PLACA 4X2 - 3 SECAO;PC
EBONY/MG - PLACA 4X2 - CEGA;PC
EBONY/MG - PLACA 4X4 - 2 SECAO;PC
EBONY/MG - PLACA 4X4 - 4 SECAO;PC
EBONY/MG - PLACA 4X4 - 6 SECAO;PC
EBONY/MG - PLACA 4X4 - CEGA;PC
EBONY/MG - PLACA+BAST. 4X2 - 3 SECAO;UN
ELETROCALHA ACO INOX PERFURADA 3 MT - 200 X 100 (CHAPA 16 / 1.2MM);BR
ELETROCALHA ACO INOX PERFURADA 3 MT - 400 X 100 (CHAPA 16 / 1.2MM);BR
ELETROCALHA - ACOPLAMENTO PARA PERFILADO;PC
ELETROCALHA - CRUZETA 50 X 50;PC
ELETROCALHA - CRUZETA 100 X 100;PC
ELETROCALHA - CRUZETA 100 X 50;PC
ELETROCALHA - CRUZETA 200 X 100;PC
ELETROCALHA - CURVA 45 GRAUS - 200 X 150;PC
ELETROCALHA - CURVA 45 GRAUS - 200X100;PC
ELETROCALHA - CURVA DE INVERSAO 200X100;PC
ELETROCALHA - CURVA DE INVERSAO 300X100;PC
ELETROCALHA - CURVA DE INVERSAO COM VIROLA 90 GRAUS - 75 X 20;PC
ELETROCALHA - CURVA DE INVERSAO LISA 90 GRAUS - 100 X 50;UN
ELETROCALHA - CURVA DE INVERSAO LISA 90 GRAUS - 150 X 50;PC
ELETROCALHA - CURVA DE INVERSAO LISA COM VIROLA 90 GRAUS - 75 X 150;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 50 X 50;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 100 X 50;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 100 X 100;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 150 X 100;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 200 X 100;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 200 X 50;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 300 X 100;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 150 X 150;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 150 X 50;PC
ELETROCALHA - CURVA HORIZONTAL 90 GRAUS - 75 X 50;PC
ELETROCALHA - CURVA PASSAGEM RETA - 300 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 50 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 75 X 75;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 100 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 100 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 150 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 150 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA - 300 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS EXTERNA- 200 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 50 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 75 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 100 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 100 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 150 X 150;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 150 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 150 X 50;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 200 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 300 X 100;PC
ELETROCALHA - CURVA VERTICAL 90 GRAUS INTERNA - 400 X 100 (CHAPA 14 GALV FOGO);PC
ELETROCALHA - CURVA VERTICAL COM VIROLA 90 GRAUS - 75 X 20;PC
ELETROCALHA - CURVA VERTICAL LISA COM VIROLA 90 GRAUS - 75 X 150 ( EXTERNA );PC
ELETROCALHA - CURVA VERTICAL LISA COM VIROLA 90 GRAUS - 75 X 150 ( INTERNA );PC
ELETROCALHA - DIVISORIA - 50 X 3000;BR
ELETROCALHA - DIVISORIA - 100 X 3000;PC
ELETROCALHA - DIVISORIA - 150 X 3000;PC
